molecule_chembl_id,units,Ki,smiles,pKi
CHEMBL251077,nM,430.0,CC(=O)O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,6.366531544420413
CHEMBL1221975,nM,390.0,CC(C)(C)[Si](C)(C)O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1OC(=O)c1ccccc1)[C@@H]23)OCO5,6.4089353929735005
CHEMBL1222025,nM,540.0,O=C(O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4)c1ccccc1,6.267606240177031
CHEMBL1222026,nM,970.0,CC(=O)O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1OC(=O)c1ccccc1)[C@@H]23)OCO5,6.013228265733755
CHEMBL1642977,nM,90.0,CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],7.045757490560675
CHEMBL1642988,nM,100.0,CC(C)(C)c1cc[n+](/C=C2\C=CC3=CC/C(=C\[n+]4ccc(C(C)(C)C)cc4)C=C3C2)cc1.[Br-].[Br-],7.0
CHEMBL1200970,nM,24700.0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,4.607303046740334
CHEMBL1669479,nM,5.0,C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],8.301029995663981
CHEMBL1669486,nM,620.0,[Br-].[Br-].c1ccc2c[n+](CCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,6.207608310501746
CHEMBL1669494,nM,1250.0,[Br-].[Br-].c1ccc2c[n+](Cc3ccc4ccc(C[n+]5ccc6ccccc6c5)cc4c3)ccc2c1,5.903089986991944
CHEMBL225577,nM,40.0,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,7.3979400086720375
CHEMBL1762003,nM,2300.0,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2Cc1ccc2ccc(C[n+]3cccc4ccccc43)cc2c1,5.638272163982407
CHEMBL392577,nM,3.5,O=C(c1c2ccccc2cc2ccccc12)N1c2ccccc2Sc2ccccc21,8.455931955649724
CHEMBL1819176,nM,1.01,Clc1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,8.995678626217357
CHEMBL2011402,nM,34300.0,COc1ccc([C@H]2Oc3cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c3C(=O)[C@@H]2O)cc1O,4.464705879957229
CHEMBL459258,nM,68200.0,COc1cc([C@H]2Oc3cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c3C(=O)[C@@H]2O)ccc1O,4.166215625343521
CHEMBL2011403,nM,16900.0,COc1c(O)cc(C2Oc3cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c3C(=O)[C@@H]2O)cc1O,4.772113295386326
CHEMBL2011404,nM,94500.0,COc1ccc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O,4.024568191490737
CHEMBL253152,nM,149500.0,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O,3.8253588073395512
CHEMBL2011405,nM,30100.0,COc1c(O)cc(C2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O,4.521433504406157
CHEMBL374130,nM,120500.0,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,3.919012953089113
CHEMBL223256,nM,8400.0,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)c(O)c1)O2,5.075720713938118
CHEMBL1256415,nM,6340.0,COc1ccc2nc3c(c(N)c2c1)CCCC3,5.1979107421182675
CHEMBL1677,nM,101.0,Cl.Nc1c2c(nc3ccccc13)CCCC2,6.995678626217357
CHEMBL2064470,nM,24.7,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,7.607303046740334
CHEMBL2064468,nM,47.6,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,7.3223930472795065
CHEMBL2064466,nM,85.5,CN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,7.068033885271827
CHEMBL2064465,nM,3.73,CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,8.428291168191313
CHEMBL2064464,nM,0.318,CN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,9.497572880015568
CHEMBL2064404,nM,76.1,O=C(CCN1CCCCC1)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1,7.118615343229427
CHEMBL2159664,nM,47.0,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCCC[n+]2ccccc2)cc1.[Br-],7.327902142064282
CHEMBL2159663,nM,81.0,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2ccccc2)cc1.[Br-],7.0915149811213505
CHEMBL2159662,nM,6.47,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2cccc3ccccc32)cc1.[Br-],8.1890957193313
CHEMBL2159661,nM,9.4,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCCC[n+]2ccc3ccccc3c2)cc1.[Br-],8.0268721464003
CHEMBL2159660,nM,44.66,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2ccc3ccccc3c2)cc1.[Br-],7.350081281264581
CHEMBL2159659,nM,45.81,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCC[n+]2ccc3ccccc3c2)cc1.[Br-],7.3390397082239165
CHEMBL2159658,nM,53.0,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCC[n+]2cccc3ccccc32)cc1.[Br-],7.275724130399211
CHEMBL2159657,nM,123.73,O=C(NCCc1c[nH]c2ccccc12)c1ccc(OCCCC[n+]2cccc3ccccc32)cc1.[Br-],6.90752498707402
CHEMBL2159656,nM,197.78,CN(C)c1cc[n+](CCCCOc2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-],6.703817627444565
CHEMBL2158019,nM,1437.0,O=C(NCCc1c[nH]c2ccccc12)c1ccc(OCCCCn2c3ccccc3c3ccccc32)cc1,5.842543231865774
CHEMBL2164779,nM,1200000.0,CC(C)NC[C@H](O)c1ccc(OC(=O)N(C)C)c(OC(=O)N(C)C)c1.Cl,2.920818753952375
CHEMBL2164778,nM,390000.0,CC(C)NC[C@H](O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1.Cl,3.4089353929735005
CHEMBL2164777,nM,1400000.0,CC(C)NCC(O)c1ccc(OC(=O)N(C)C)c(OC(=O)N(C)C)c1.Cl,2.853871964321762
CHEMBL2164776,nM,710000.0,CC(C)NCC(O)c1cc(OC(=O)N(C)C)cc(OC(=O)N(C)C)c1.Cl,3.1487416512809245
CHEMBL258893,nM,1120.0,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC.[Cl-],5.950781977329818
CHEMBL518543,nM,3100.0,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O,5.508638306165727
CHEMBL1770314,nM,3100.0,CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(oc23)-c2ccc(O)cc2OC(C(C)(C)O)C4)O1,5.508638306165727
CHEMBL1770313,nM,3100.0,CC(C)=CC1Oc2cc(O)ccc2-c2oc3c4c(cc(O)c3c(=O)c21)OC(C)(C)C=C4,5.508638306165727
CHEMBL1719948,nM,3100.0,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,5.508638306165727
CHEMBL464006,nM,3100.0,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,5.508638306165727
CHEMBL1096939,nM,3100.0,CC(C)=CCC/C(C)=C/Cc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O,5.508638306165727
CHEMBL2297276,nM,3100.0,COc1cc(O)c(C2CC(=O)c3c(O)cc(O)cc3O2)cc1C/C=C(\C)CCC=C(C)C,5.508638306165727
CHEMBL2297277,nM,3100.0,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)c(O)cc1O,5.508638306165727
CHEMBL2297278,nM,3100.0,COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C,5.508638306165727
CHEMBL2297982,nM,2870.0,O=c1c(Cl)c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,5.542118103266008
CHEMBL187030,nM,896.73,O=C(CC1S/C(=N/c2ccc(C3CCCCC3)cc2)NC1=O)Nc1ccc(OC(F)(F)F)cc1,6.047338300725594
CHEMBL2297981,nM,130.05,CSc1cccc(/N=C2\NC(=O)C(CC(=O)Nc3ccc(F)c(F)c3)S2)c1,6.885889643468108
CHEMBL2297980,nM,22.78,O=C(Nc1ccc(OC(F)(F)F)cc1)OC1CN(C(c2ccccc2)c2ccccc2)C1,7.642446280256919
CHEMBL1720480,nM,95.3,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCCO2,7.020907099361674
CHEMBL2297979,nM,47.34,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1Cl,7.324771746406936
CHEMBL2297978,nM,21.29,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)csc1C(=O)NC1CCN(Cc2ccccc2)CC1,7.671824338561677
CHEMBL1711540,nM,54.84,COc1ccc(C(=O)NC2CCN(Cc3c(F)cccc3Cl)CC2)cc1OC,7.260902553882525
CHEMBL2297977,nM,241.14,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCN(CCc2ccccc2)CC1,6.617730743424321
CHEMBL2297976,nM,2350.0,N/C(=N\OC(=O)c1cnn(-c2ccc([N+](=O)[O-])cc2)c1C(F)(F)F)c1ccc(Cl)cc1,5.628932137728263
CHEMBL2297975,nM,521.34,CC(C)(C)c1ccc(/C(N)=N/OC(=O)c2cnn(-c3ccc([N+](=O)[O-])cc3)c2C(F)(F)F)cc1,6.282878952393466
CHEMBL2297985,nM,2070.0,N/C(=N\OC(=O)c1cnn(-c2ccc([N+](=O)[O-])cc2)c1C(F)(F)F)c1ccc(C(F)(F)F)cc1,5.684029654543082
CHEMBL2297984,nM,61.4,CC(CN1CCN(Cc2ccccc2)CC1)N(C(=O)c1cccc([N+](=O)[O-])c1)c1ccccn1,7.211831628858832
CHEMBL2297983,nM,263.15,O=[N+]([O-])c1ccc(OCC(O)CN2CCCN(c3nc4ccc(Cl)cc4s3)CC2)cc1,6.579796625646704
CHEMBL515394,nM,73.78,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN3CCCCC3)cc1)C2,7.1320613491092155
CHEMBL472776,nM,59.34,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN3CCCCC3)c1)C2,7.226652458019177
CHEMBL473962,nM,772.65,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN3CCCC3)cc1)C2,6.11201719106374
CHEMBL473767,nM,22.28,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN3CCCC3)c1)C2,7.652084813498309
CHEMBL472814,nM,1040.0,CCN(CC)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,5.982966660701219
CHEMBL472813,nM,21.66,CCN(CC)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1,7.664341547710698
CHEMBL474190,nM,918.25,CCN(C)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,6.037039062982668
CHEMBL515891,nM,506.78,CCN(C)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1,6.295180532819831
CHEMBL474578,nM,161.03,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN(C)C)cc1)C2,6.793093207069136
CHEMBL474577,nM,524.99,COc1cc2c(cc1OC)C(=O)C(Cc1cccc(CN(C)C)c1)C2,6.279848968948674
CHEMBL514186,nM,95.21,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCCC3)cc1)C2,7.021317434843056
CHEMBL475161,nM,70.9,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN3CCCCC3)c1)C2,7.149353764816933
CHEMBL465028,nM,198.49,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)cc1)C2,6.702261368267198
CHEMBL465027,nM,126.75,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN3CCCC3)c1)C2,6.897052031994626
CHEMBL464427,nM,453.15,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,6.343758015671039
CHEMBL518399,nM,236.52,CCN(CC)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,6.626132129672932
CHEMBL464024,nM,919.62,CCN(C)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,6.0363915922144304
CHEMBL463279,nM,235.5,CCN(C)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,6.6280090885350855
CHEMBL462873,nM,616.7,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)cc1)C2,6.209926051573696
CHEMBL462872,nM,62.25,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN(C)C)c1)C2,7.205860644232226
CHEMBL361540,nM,227.94,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCN(C)CC3)cc1)C2,6.642179456061636
CHEMBL360570,nM,69.46,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCN(C)CC3)cc1)C2,7.158265221025257
CHEMBL181207,nM,77.66,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCN(C)CC3)c1)C2,7.109802613789971
CHEMBL264242,nM,62.06,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCN(C)CC3)c1)C2,7.207188228751853
CHEMBL361309,nM,217.13,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCOCC3)cc1)C2,6.663280167635657
CHEMBL179824,nM,514.05,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCOCC3)cc1)C2,6.2889946365144525
CHEMBL183184,nM,118.04,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCOCC3)c1)C2,6.927970799172078
CHEMBL182251,nM,793.14,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCOCC3)c1)C2,6.100650147031667
CHEMBL180413,nM,106.26,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCCC3)cc1)C2,6.973630188426282
CHEMBL180145,nM,403.05,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2,6.39464107451115
CHEMBL362238,nM,38.18,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCCC3)c1)C2,7.418164075942352
CHEMBL181216,nM,266.41,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2,6.574449477462287
CHEMBL180442,nM,402.85,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCC3)cc1)C2,6.394856632019932
CHEMBL180483,nM,257.1,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,6.589897923357139
CHEMBL182252,nM,137.63,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N3CCCC3)c1)C2,6.8612868901239885
CHEMBL362583,nM,505.09,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCC3)c1)C2,6.296631229760885
CHEMBL181125,nM,1330.0,CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,5.876148359032914
CHEMBL180437,nM,1340.0,CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,5.872895201635192
CHEMBL180640,nM,865.03,CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,6.062968830560008
CHEMBL180645,nM,1590.0,CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,5.798602875679549
CHEMBL178152,nM,543.47,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N(C)C)cc1)C2,6.264824424335831
CHEMBL435897,nM,208.77,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN(C)C)cc1)C2,6.680331908785323
CHEMBL541980,nM,399.71,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C(C)N(C)C)c1)C2,6.398254986364632
CHEMBL181310,nM,1004.0,COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN(C)C)c1)C2,5.998266287190999
CHEMBL2312576,nM,25.4,COc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,7.5951662833800615
CHEMBL2312575,nM,20.6,O=[N+]([O-])c1cccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)c1,7.686132779630847
CHEMBL2312574,nM,41.3,c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)nc1,7.384049948343599
CHEMBL2312573,nM,7.2,Oc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)c(O)c1,8.142667503568731
CHEMBL2312285,nM,24.4,Oc1ccccc1[C@@H]1CC(c2c3ccccc3cc3ccccc23)=NN1,7.61261017366127
CHEMBL2312284,nM,30.2,c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,7.51999305704285
CHEMBL2312282,nM,30.3,Clc1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,7.518557371497695
CHEMBL2323356,nM,83800.0,CCOc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,4.076755981369724
CHEMBL2323355,nM,19500.0,COc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,4.709965388637482
CHEMBL187460,nM,6410.0,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,5.193141970481182
CHEMBL227075,nM,1950.0,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,5.709965388637482
CHEMBL3093804,nM,20.0,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,7.698970004336019
CHEMBL3093802,nM,400.0,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,6.3979400086720375
CHEMBL24686,nM,1.7,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,8.769551078621726
CHEMBL3099500,nM,1.48,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,8.829738284605043
CHEMBL3099499,nM,5.02,CN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2,8.29929628285498
CHEMBL3099498,nM,1.92,O=C(CC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)NCC(=O)Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,8.71669877129645
CHEMBL3099497,nM,0.23,Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,9.638272163982407
CHEMBL3099496,nM,0.78,O=[N+]([O-])c1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,9.10790539730952
CHEMBL3115037,nM,2010.0,CN1CC[C@@H](C(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)[C@@]3(C2)[C@H](c2ccc(F)cc2)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12,5.6968039425795105
CHEMBL3122167,nM,73.0,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,7.136677139879544
CHEMBL3122149,nM,2340.0,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,5.630784142589857
CHEMBL3235205,nM,2430000.0,O=C(/C=N/O)NC1CCN(Cc2ccccc2)CC1,2.614393726401688
CHEMBL3235206,nM,3178000.0,O=C(/C=N/O)NCC1CCN(Cc2ccccc2)CC1,2.4978461071286393
CHEMBL3235207,nM,233800.0,CC(=O)/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1,3.6311554931741785
CHEMBL3235208,nM,2303000.0,CC(=O)/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1,2.637706062035769
CHEMBL3235209,nM,732500.0,N#C/C(=N\O)C(=O)NC1CCN(Cc2ccccc2)CC1,3.1351923709738525
CHEMBL3235210,nM,94963000.0,N#C/C(=N\O)C(=O)NCC1CCN(Cc2ccccc2)CC1,1.022445573930617
CHEMBL3235211,nM,1625000.0,COc1ccc(CN2CCC(CNC(=O)/C(=N/O)C(C)=O)CC2)cc1OC,2.789146634685107
CHEMBL3235212,nM,595100.0,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCNC(=O)/C=N/O)CC2,3.2254100497352054
CHEMBL3235213,nM,1926000.0,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCNC(=O)/C(=N/O)C(C)=O)CC2,2.7153437172114847
CHEMBL3235214,nM,2671000.0,COc1cc2c(cc1OC)CN(CCCNC(=O)/C(=N/O)C(C)=O)CC2,2.573326111978627
CHEMBL3235215,nM,6219.0,Cl.O=C(/C=N/O)NCCCNc1c2c(nc3ccccc13)CCCC2,5.206279443186476
CHEMBL3235216,nM,1492.0,O=C(/C=N/O)NCCCCNc1c2c(nc3ccccc13)CCCC2,5.826231176863351
CHEMBL3235217,nM,3077.0,N#C/C(=N\O)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,5.511872503752541
CHEMBL3235218,nM,588.1,O=C(/C=N/O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,6.230548820597962
CHEMBL3235219,nM,180100.0,O=C(/C=N/O)c1cccnc1OCC1CCN(Cc2ccccc2)CC1,3.7444862871804663
CHEMBL3235220,nM,144000.0,O=C(/C=N/O)c1ccnc(OCC2CCN(Cc3ccccc3)CC2)c1,3.8416375079047507
CHEMBL3235221,nM,31220.0,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,4.505567101273601
CHEMBL3235222,nM,199100.0,O=C(/C=N/O)c1cccc(OCC2CCN(Cc3ccccc3)CC2)n1,3.70092873997259
CHEMBL3235223,nM,1930000.0,COc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)CC2)cc1OC,2.714442690992226
CHEMBL3235224,nM,158800.0,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccc(F)c(F)c3)CC2)nc1,3.7991495019089223
CHEMBL3235225,nM,1608000.0,N#Cc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)CC2)cc1,2.7937139555875676
CHEMBL3235226,nM,298300.0,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3cccc(Cl)c3)CC2)nc1,3.525346746637937
CHEMBL3235227,nM,55180.0,O=C(/C=N/O)c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1,4.258218303856833
CHEMBL3235228,nM,285600.0,O=C(/C=N/O)c1ccc(NCC2CCN(Cc3ccccc3)CC2)nc1,3.5442417968958635
CHEMBL3235229,nM,344800.0,COc1ccc(CN2CCCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC,3.4624327428473247
CHEMBL3235230,nM,232600.0,COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N/O)cn2)cc1OC,3.6333902896075703
CHEMBL3235231,nM,550600.0,O=C(/C=N/O)c1ccc(OCC2CCCCN2Cc2ccccc2)nc1,3.2591637929426884
CHEMBL3235232,nM,137400.0,O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)C2)nc1,3.8620132672764687
CHEMBL3235233,nM,2517000.0,COc1ccc(CN2CCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC,2.5991167844516374
CHEMBL3235234,nM,266000.0,O/N=C/c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,3.575118363368933
CHEMBL3235235,nM,198500.0,O/N=C/c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1,3.702239488900866
CHEMBL3233832,nM,2.65,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2.Cl,8.576754126063193
CHEMBL3327249,nM,78.2,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,7.106793246940152
CHEMBL3327248,nM,91.1,COc1cc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC,7.040481623027002
CHEMBL3327247,nM,66.1,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.17979854051436
CHEMBL3327246,nM,50.7,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.2949920406666635
CHEMBL3326711,nM,55.2,COc1ccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1,7.258060922270801
CHEMBL3326710,nM,42.2,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,7.374687549038326
CHEMBL3326709,nM,59.6,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,7.2247537402597635
CHEMBL3326708,nM,56.1,COc1cc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC,7.251037138743839
CHEMBL3326707,nM,30.1,Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.521433504406157
CHEMBL3326706,nM,24.3,COc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.614393726401688
CHEMBL3326705,nM,30.9,COc1ccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1,7.510041520575165
CHEMBL3326704,nM,16.7,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,7.777283528852417
