molecule_chembl_id,units,Ki,smiles,pKi
CHEMBL3326703,nM,76.1,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,7.118615343229427
CHEMBL3326702,nM,70.0,COc1cc2cc(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC,7.154901959985743
CHEMBL3326701,nM,35.8,Cc1ccc2oc(=O)c(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.446116973356125
CHEMBL3326700,nM,39.4,COc1ccc2oc(=O)c(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,7.404503778174426
CHEMBL3326699,nM,44.3,COc1ccc2cc(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1,7.3535962737769305
CHEMBL3326698,nM,34.4,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,7.46344155742847
CHEMBL3322141,nM,80.4,CCN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,7.094743951251549
CHEMBL3322142,nM,199.0,CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,6.701146923590294
CHEMBL3322160,nM,4.1,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2,8.387216143280265
CHEMBL3322161,nM,1940.0,O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2,5.7121982700697735
CHEMBL3322162,nM,2360.0,O=C(Cc1cc(=O)oc2cc(O)ccc12)N/N=C1\SCC(=O)N1c1c2c(nc3ccccc13)CCCC2,5.627087997029893
CHEMBL2158994,nM,7990.0,CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,5.097453220686009
CHEMBL3586199,nM,2490.0,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C[C@@]4(O)CC[C@H]5C(C)(C)[C@@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@@H]32)C1(C)C,5.603800652904264
CHEMBL3586200,nM,7970.0,C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)CCc4ccc(O)cc4)[C@]3(C)C(=O)O)[C@H]1CC[C@H]1C(=CC[C@@H]3[C@]1(C)CC[C@@H](O)[C@]3(C)CO)C2,5.098541678603888
CHEMBL3586207,nM,1170.0,CCCC[C@@H](O)/C=C/C=C/C(=O)O,5.931814138253838
CHEMBL3585775,nM,0.0056,COc1ccccc1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,11.2518119729938
CHEMBL3585776,nM,0.0045,COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1,11.346787486224656
CHEMBL3585777,nM,0.0051,COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1OC,11.292429823902063
CHEMBL3585778,nM,0.0229,COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1,10.640164517660113
CHEMBL3585779,nM,0.0105,COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,10.978810700930062
CHEMBL3585780,nM,0.0382,COc1ccccc1C(C)NS(N)(=O)=O,10.41793663708829
CHEMBL3585781,nM,0.0063,COc1ccc(C(C)NS(N)(=O)=O)cc1,11.200659450546418
CHEMBL3585782,nM,0.0049,COc1ccc(C(C)NS(N)(=O)=O)cc1OC,11.309803919971486
CHEMBL3585783,nM,0.0056,COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1,11.2518119729938
CHEMBL3585784,nM,0.0081,COc1cccc(OC)c1C(C)NS(N)(=O)=O,11.09151498112135
CHEMBL3621322,nM,0.08,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2[N+](=O)[O-])c1=O)Cc1ccccc1[N+](=O)[O-].[Br-].[Br-],10.096910013008056
CHEMBL3621333,nM,50.12,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])Cc2ccc(cc2)C1.[Br-].[Br-],7.299988937677888
CHEMBL3632994,nM,49.5,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,7.305394801066432
CHEMBL603622,nM,140.0,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,6.853871964321762
CHEMBL3752467,nM,0.72,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,9.142667503568731
CHEMBL3786651,nM,0.98,COc1cccc2c1CC[C@H](NC(=O)N(C)C)C2,9.008773924307505
CHEMBL3786516,nM,0.67,COc1ccc2c(c1)CCC(NC(=O)N(C)C)C2,9.173925197299173
CHEMBL3787502,nM,1.06,COc1ccc2c(c1)C[C@@H](NC(=O)N(C)C)CC2,8.97469413473523
CHEMBL3785269,nM,0.45,COc1cccc2c1CCC(NS(=O)(=O)N(C)C)C2,9.346787486224656
CHEMBL3787223,nM,1.05,COc1ccc2c(c1)CCC(NS(=O)(=O)N(C)C)C2,8.978810700930062
CHEMBL3786448,nM,0.83,COc1ccc2c(c1)CC(NS(=O)(=O)N(C)C)CC2,9.080921907623926
CHEMBL3786937,nM,1.59,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,8.79860287567955
CHEMBL3785391,nM,1.33,CN(C)C(=O)NC1CCc2cc(O)ccc2C1,8.876148359032914
CHEMBL3785207,nM,1.74,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1,8.7594507517174
CHEMBL3786873,nM,1.34,CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1,8.872895201635192
CHEMBL3786442,nM,1.22,CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,8.913640169325252
CHEMBL3786719,nM,0.72,CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1,9.142667503568731
CHEMBL3818801,nM,980.0,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc3c(cc21)OCO3,6.008773924307505
CHEMBL3819247,nM,39670.0,COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,4.401537799525849
CHEMBL3818918,nM,18200.0,COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,4.739928612014925
CHEMBL3818415,nM,2822.0,COc1cc2c(cc1O)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,5.549442990581671
CHEMBL3819155,nM,2822.0,COc1cc2c(cc1O)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,5.549442990581671
CHEMBL3818230,nM,4224.0,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2ccc(O)cc21,5.374276090474244
CHEMBL3818616,nM,355.0,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cccc(O)c21,6.449771646944906
CHEMBL3819646,nM,1980.0,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc(O)ccc21,5.703334809738469
CHEMBL168938,nM,35.0,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,7.455931955649724
CHEMBL3819220,nM,260.0,COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,6.585026652029182
CHEMBL3818167,nM,1835.0,COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,5.736363931411892
CHEMBL3818084,nM,29.0,COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,7.537602002101044
CHEMBL3819531,nM,554.0,COc1cccc(CN2CCC(/C=C3\Cc4cc(OC)ccc4C3=O)CC2)c1,6.2564902352715706
CHEMBL3819113,nM,119490.0,COc1cccc(CN2CCC(/C=C3\Cc4ccc(OC)cc4C3=O)CC2)c1,3.9226684388710096
CHEMBL3819574,nM,17230.0,COc1cccc(CN2CCC(/C=C3\Cc4cccc(OC)c4C3=O)CC2)c1,4.763714722551971
CHEMBL489354,nM,4330.0,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,5.363512103646634
CHEMBL524100,nM,5860.0,O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O,5.232102383981909
CHEMBL3910142,nM,15.0,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,7.823908740944319
CHEMBL3921061,nM,520.0,CN(C)C(=O)Oc1cccc(C(=O)/C=C/c2ccc(O)cc2)c1,6.2839966563652006
CHEMBL3913078,nM,1108.0,CC(=O)/C(=N\O)C(=O)Nc1cnc2c(c1)CC(N(C)CCc1ccccc1)CC2,5.955460239607589
CHEMBL3979816,nM,233.0,COc1ccc(CN2CCCCC2COc2ccc(C(=O)/C=N\O)cn2)cc1OC,6.632644078973981
CHEMBL3915239,nM,31.0,O=C(/C=N\O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,7.508638306165727
CHEMBL4080105,nM,480.0,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1,6.318758762624412
CHEMBL4095908,nM,870.0,COc1cccc(C2c3ccc4cccnc4c3Oc3nc4c(c(N)c32)CCCC4)c1,6.060480747381382
CHEMBL4066365,nM,8900.0,CCO[P@](=O)(SCC)c1ccccc1,5.050609993355087
CHEMBL4104952,nM,2660.0,C[n+]1c2ccccc2c(-c2ccc(N)cc2)c2ccccc21.F[B-](F)(F)F,5.575118363368933
CHEMBL4080726,nM,13200.0,CCN(CC)c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,4.87942606879415
CHEMBL4077169,nM,4010.0,CN1c2ccccc2C(N2CCOCC2)c2ccccc21,5.396855627379818
CHEMBL4065259,nM,3750.0,CN1c2ccccc2C(N2CCSCC2)c2ccccc21,5.425968732272281
CHEMBL4075825,nM,3340.0,CN1c2ccccc2C(n2cncn2)c2ccccc21,5.476253533188435
CHEMBL4088659,nM,6430.0,CN1c2ccccc2C(n2nnc3ccccc32)c2ccccc21,5.191789027075778
CHEMBL4162224,nM,59800.0,O=C1SCc2ccccc21,4.223298816011589
CHEMBL4166725,nM,11800.0,O=C1SCc2cccc([N+](=O)[O-])c21,4.928117992693875
CHEMBL4168617,nM,56200.0,O=C(O)C(F)(F)F.O=C1CC[C@@]2(C=CNC3=C2C2=NCCc4c[nH]c(c42)C3=O)C=C1Br,4.250263684430939
CHEMBL4160694,nM,98000.0,O=C(O)C(F)(F)F.O=C1C2=C(C3=NCCc4c[nH]c1c43)C1(C=CN2)C=C(Br)C(O)C(Br)=C1,4.008773924307505
CHEMBL462946,nM,22800.0,O=C(O)C(F)(F)F.O=C1C=C2S[C@H]3C[C@]2(C=C1Br)C1=C(N3)C(=O)c2[nH]cc3c2C1=NCC3,4.642065152999546
CHEMBL4167524,nM,37.14,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,7.4301581005962385
CHEMBL4171520,nM,3880.0,COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1,5.411168274405792
CHEMBL4174958,nM,147.0,Nc1c2c(nc3c1C(c1cccc(Br)c1)NC(=S)N3)CCCC2,6.8326826652518236
CHEMBL4207101,nM,9.85,O=C(CNCc1cc(F)cc(F)c1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,8.006563769502389
CHEMBL4210729,nM,3.28,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,8.48412615628832
CHEMBL4292643,nM,42000.0,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.376750709602099
CHEMBL4284764,nM,36000.0,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.443697499232713
CHEMBL4289221,nM,24000.0,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.619788758288394
CHEMBL4281350,nM,21000.0,NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.6777807052660805
CHEMBL4285826,nM,12000.0,NC(=O)c1cc[n+](CCCC[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.920818753952375
CHEMBL4277895,nM,22000.0,NC(=O)c1cc[n+](C/C=C/C[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],4.657577319177793
CHEMBL33051,nM,25000.0,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],4.6020599913279625
CHEMBL14577,nM,180000.0,C[n+]1ccccc1C=NO.[I-],3.7447274948966935
CHEMBL397871,nM,73000.0,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],4.136677139879544
CHEMBL116379,nM,110000.0,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.9586073148417746
CHEMBL238977,nM,90000.0,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],4.045757490560675
CHEMBL4292235,nM,190.0,Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1,6.721246399047171
CHEMBL4284495,nM,11.0,COc1cc2oc(C(=O)OCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.958607314841775
CHEMBL4286799,nM,57.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,7.2441251443275085
CHEMBL4277548,nM,12.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1,7.920818753952375
CHEMBL4292477,nM,62.0,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,7.207608310501746
CHEMBL4287970,nM,39.0,COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.4089353929735005
CHEMBL4284165,nM,11.0,O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,7.958607314841775
CHEMBL4294783,nM,21.0,COc1cc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.6777807052660805
CHEMBL4293801,nM,60.0,COc1cc2[nH]c(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.221848749616356
CHEMBL4283390,nM,3200.0,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,5.494850021680094
CHEMBL4292766,nM,1400.0,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,5.853871964321762
CHEMBL362378,nM,7390.0,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1,5.131355561605174
CHEMBL3417009,nM,16.0,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCC2)CC1,7.795880017344075
CHEMBL4582736,nM,630.0,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(C)CC4)cc3)C2)cc1OC,6.200659450546418
CHEMBL4458648,nM,121.0,S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2,6.917214629683549
CHEMBL4444497,nM,879.0,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC,6.056011124926228
